iter	Logloss
316	0.4255393473
317	0.425446386
318	0.4253395366
319	0.4252248135
320	0.425091875
321	0.4249963054
322	0.4249059901
323	0.4248140483
324	0.4247338008
325	0.4246363055
326	0.4245411221
327	0.4244516724
328	0.4243977413
329	0.424280983
330	0.4241699539
331	0.4241091397
332	0.4240163391
333	0.4239078844
334	0.4238413167
335	0.4237155254
336	0.42360103
337	0.4235459499
338	0.4234672553
339	0.4233712547
340	0.4232844452
341	0.4232022686
342	0.4231094691
343	0.4229907273
344	0.4229194085
345	0.4228530507
346	0.4227714534
347	0.4226777423
348	0.4225764993
349	0.4224597226
350	0.4223346254
351	0.4222733383
352	0.422198655
353	0.4220922117
354	0.4220049431
355	0.4219509639
356	0.4218641784
357	0.4217984832
358	0.4216901226
359	0.4215769776
360	0.4214883612
361	0.4213923828
362	0.421300096
363	0.4212275598
364	0.4211592009
365	0.4211036875
366	0.4210201932
367	0.4209591945
368	0.4208692547
369	0.4208120587
370	0.4206768784
371	0.420629804
372	0.4205403131
373	0.4204525819
374	0.4203488756
375	0.4202864118
376	0.4202088436
377	0.420105619
378	0.4199945718
379	0.4199371339
380	0.4198098763
381	0.4197127665
382	0.4196105569
383	0.4195477531
384	0.41944408
385	0.4194019287
386	0.4193128951
387	0.4191923198
388	0.4190966588
389	0.4189684888
390	0.4188311702
391	0.4187415584
392	0.4186670505
393	0.4185642887
394	0.4184791875
395	0.4183951942
396	0.4183282544
397	0.4182598999
398	0.4181931108
399	0.418099455
400	0.4180120541
401	0.4179545975
402	0.417836666
403	0.4177737382
404	0.4176528045
405	0.417569609
406	0.4175102072
407	0.4174240385
408	0.4173324233
409	0.4172054496
410	0.4170853816
411	0.4170056304
412	0.4169177801
413	0.41680029
414	0.4167194008
415	0.4166721518
416	0.4166249129
417	0.416557085
418	0.4165116687
419	0.4164302994
420	0.4163080839
421	0.4162656209
422	0.4161896644
423	0.4161268621
424	0.4160663382
425	0.4159871243
426	0.4159177063
427	0.415855229
428	0.4157607993
429	0.4157187098
430	0.4155847363
431	0.4155379366
432	0.415421655
433	0.4153627289
434	0.4152692149
435	0.4152191765
436	0.4150935021
437	0.4150091171
438	0.4149057385
439	0.414863791
440	0.4147623816
441	0.4146720179
442	0.4146211777
443	0.4145599905
444	0.4144914997
445	0.4143757637
446	0.4143007502
447	0.4142023
448	0.4141341945
449	0.4140106366
450	0.4139578566
451	0.4138201722
452	0.4137161597
453	0.4135951306
454	0.4134676526
455	0.4133671963
456	0.4132881615
457	0.4132080031
458	0.4131154447
459	0.413068458
460	0.4130155608
461	0.4129405649
462	0.4128618076
463	0.4128250086
464	0.4127753021
465	0.4127021256
466	0.4126175595
467	0.4125358063
468	0.4125062601
469	0.4124314551
470	0.4123737107
471	0.4123119082
472	0.4122497818
473	0.4121054366
474	0.412052258
475	0.4120153156
476	0.411947804
477	0.4118387677
478	0.4117176487
479	0.4116465462
480	0.4115584763
481	0.4114700743
482	0.4113269874
483	0.4112404321
484	0.4111801056
485	0.4111208197
486	0.4110491923
487	0.411011029
488	0.4109024269
489	0.4108200995
490	0.4107553376
491	0.4106815947
492	0.4106128854
493	0.4105080273
494	0.410404201
495	0.4103450686
496	0.4102363999
497	0.4101358114
498	0.4100816287
499	0.4100387148
500	0.4099779158
501	0.4099196153
502	0.4097964508
503	0.4097176477
504	0.4096417757
505	0.4095748945
506	0.4095194144
507	0.4094744005
508	0.4094295715
509	0.4093625631
510	0.409313452
511	0.4092308825
512	0.4091231834
513	0.409085148
514	0.4089660725
515	0.4088753701
516	0.4087817708
517	0.40875972
518	0.4087104619
519	0.4086296638
520	0.4085916638
521	0.4085395379
522	0.4084774777
523	0.4083424851
524	0.4082709034
525	0.4081986155
526	0.4081296106
527	0.408032205
528	0.4079862618
529	0.4078813741
530	0.407830052
531	0.4077633345
532	0.4076864117
533	0.4076351152
534	0.4075906371
535	0.4075491827
536	0.4074925636
537	0.4074183102
538	0.4073659449
539	0.4072891383
540	0.4071802669
541	0.4071074846
542	0.407043375
543	0.4070025453
544	0.4068986301
545	0.4068156499
546	0.4067041378
547	0.4066487487
548	0.4066054522
549	0.406544683
550	0.4064220909
551	0.4063069736
552	0.4062621487
553	0.4061864338
554	0.4060572352
555	0.4059691764
556	0.4058548481
557	0.4057466457
558	0.4056591585
559	0.4056044424
560	0.4055643722
561	0.4054655816
562	0.405398374
563	0.4053260162
564	0.4052535805
565	0.4051718019
566	0.4051107654
567	0.4050620433
568	0.4049894354
569	0.4049475214
570	0.4048799599
571	0.4047891798
572	0.4046964511
573	0.4046249991
574	0.4045508935
575	0.4044904838
576	0.4044263123
577	0.4043891965
578	0.4042688386
579	0.4042148581
580	0.4041220725
581	0.4040429764
582	0.4039589606
583	0.4038437462
584	0.4037824378
585	0.4037137013
586	0.4036159939
587	0.4035690451
588	0.4034821673
589	0.4034318113
590	0.4033925673
591	0.4033399964
592	0.403307679
593	0.403192179
594	0.4031091154
595	0.4030155124
596	0.4029342981
597	0.4028788086
598	0.4028155675
599	0.4027609592
600	0.4026804829
601	0.4026123519
602	0.4025427325
603	0.4024963255
604	0.402443461
605	0.402352035
606	0.4022905558
607	0.4022394854
608	0.4021283275
609	0.4020515128
610	0.4019924315
611	0.4019065446
612	0.4018288136
613	0.4017394459
614	0.4016877254
615	0.4016035817
616	0.4015557871
617	0.4014441877
618	0.4014131692
619	0.4013387365
620	0.4012677455
621	0.4011549735
622	0.4010862888
623	0.4009936641
624	0.4009525896
625	0.4008564889
626	0.4007595279
627	0.4007225214
628	0.400638324
629	0.4005479544
630	0.400444952
631	0.4003707322
632	0.4002729529
633	0.4001978244
634	0.4001287395
635	0.4000403415
636	0.4000150688
637	0.3999436484
638	0.3999001071
639	0.3998252672
640	0.3997072066
641	0.3996188928
642	0.3995557658
643	0.3995063757
644	0.3994404744
645	0.399363714
646	0.3993262981
647	0.3992739324
648	0.3992030923
649	0.3990695199
650	0.398990023
651	0.3989035307
652	0.3988333492
653	0.3987944609
654	0.3987066593
655	0.3986480848
656	0.3986024847
657	0.3985350918
658	0.398438501
659	0.3983648444
660	0.3982805679
661	0.398183118
662	0.3981070701
663	0.397991133
664	0.3979096316
665	0.3978018334
666	0.3977690385
667	0.3976841747
668	0.3976311393
669	0.3975943511
670	0.3975453315
671	0.397467942
672	0.3973924392
673	0.3973258708
674	0.3972735213
675	0.3971811883
676	0.3970941146
677	0.396987008
678	0.3969313473
679	0.3968698062
680	0.3968153679
681	0.3967078321
682	0.3966655953
683	0.3965902869
684	0.3965288889
685	0.396445939
686	0.3964130201
687	0.3963410466
688	0.3963040744
689	0.3962679711
690	0.396170281
691	0.396072307
692	0.3960216336
693	0.3959645799
694	0.3959048577
695	0.3958458029
696	0.3958141605
697	0.3956909997
698	0.3956162978
699	0.395522901
700	0.3954357529
701	0.3953922386
702	0.3953270505
703	0.3952619616
704	0.3952122564
705	0.395159326
706	0.3950865158
707	0.3950118995
708	0.3949537523
709	0.3948778947
710	0.3948352986
711	0.3947421269
712	0.3946063344
713	0.3945447697
714	0.3944369655
715	0.3943682156
716	0.3942920724
717	0.3941933696
718	0.3941116506
719	0.3940623666
720	0.3939960203
721	0.3939251089
722	0.393821271
723	0.393762814
724	0.3936848424
725	0.3936013553
726	0.393492919
727	0.3934262487
728	0.3933641767
729	0.3933067544
730	0.393266227
731	0.3932037572
732	0.3931620421
733	0.3930465863
734	0.393003198
735	0.3929574718
736	0.3928850334
737	0.3928187035
738	0.3927116504
739	0.3926611672
740	0.3925555905
741	0.3924475629
742	0.3923958395
743	0.3923328837
744	0.3922973832
745	0.3922343118
746	0.3921633988
747	0.3920596985
748	0.3919602907
749	0.3919117883
750	0.3918766816
751	0.3918007265
752	0.3917541754
753	0.3916781934
754	0.3916113154
755	0.3915589727
756	0.3914963439
757	0.3914432052
758	0.3913718341
759	0.3913204669
760	0.3912479407
761	0.3911745878
762	0.3911126946
763	0.391002797
764	0.3909413472
765	0.3908734055
766	0.3908203746
767	0.3907184702
768	0.3906225443
769	0.3905677593
770	0.3905139055
771	0.390390045
772	0.3903309341
773	0.3902940612
774	0.3902590914
775	0.3902067132
776	0.3901723155
777	0.3901043955
778	0.3900115252
779	0.3899448317
780	0.3898770202
781	0.3898347268
782	0.3897419982
783	0.3896877648
784	0.3896272306
785	0.3895474726
786	0.3894970645
787	0.3894323057
788	0.3893825064
789	0.3893417624
790	0.3892545026
791	0.3891989473
792	0.3891447746
793	0.3890947574
794	0.3890581896
795	0.3889400413
796	0.3888631152
797	0.3887894538
798	0.3887579181
799	0.3887092977
800	0.3885989654
801	0.3885349981
802	0.3884931119
803	0.388398204
804	0.3883136504
805	0.3882177334
806	0.388182791
807	0.3880961412
808	0.3879817083
809	0.387927034
810	0.3878689694
811	0.3878318786
812	0.3877611033
813	0.3876907715
814	0.3876643657
815	0.3876533428
816	0.3875803244
817	0.3875423373
818	0.3874905788
819	0.3874358002
820	0.387350364
821	0.3872899511
822	0.3872671438
823	0.3871839427
824	0.3871192762
825	0.3870715966
826	0.3870046956
827	0.3868728195
828	0.3867678586
829	0.3866789543
830	0.3866303327
831	0.3865489849
832	0.3864938342
833	0.3864215834
834	0.3863225869
835	0.386233883
836	0.3861997372
837	0.3861121359
838	0.386061235
839	0.3860135862
840	0.3859410086
841	0.3858794519
842	0.3858251533
843	0.3857593008
844	0.3857046663
845	0.3856316123
846	0.3855495953
847	0.3854969663
848	0.3854335771
849	0.3854055889
850	0.3853201133
851	0.3852757074
852	0.3851934802
853	0.385109549
854	0.3850810744
855	0.3850257544
856	0.384993895
857	0.3849054777
858	0.3848362865
859	0.3847722665
860	0.384689561
861	0.3846082649
862	0.3845840934
863	0.3845605561
864	0.3844837877
865	0.3843825427
866	0.3843308947
867	0.3842275736
868	0.3841427544
869	0.3840646866
870	0.3839987427
871	0.3839190075
872	0.3838421394
873	0.3837680479
874	0.3837242163
875	0.3836751384
876	0.3836309296
877	0.3835292458
878	0.3834528568
879	0.3834145759
880	0.3833338308
881	0.3832409716
882	0.3831249124
883	0.3830684253
884	0.3829886715
885	0.3829646597
886	0.3829016461
887	0.3828332254
888	0.3827768152
889	0.3827253594
890	0.3826995387
891	0.3826468377
892	0.3825899478
893	0.3825471929
894	0.3824903112
895	0.3824375152
896	0.3823580223
897	0.3822731662
898	0.3822170349
899	0.3821572069
900	0.3820501991
901	0.3820039544
902	0.3819703286
903	0.3819103901
904	0.3818307211
905	0.3817998916
906	0.3817302233
907	0.38166835
908	0.3815850969
909	0.3814876606
910	0.3814609557
911	0.3814408074
912	0.3813934238
913	0.3813636175
914	0.3813240355
915	0.3812431317
916	0.3811683712
917	0.381095813
918	0.3810577665
919	0.3810004212
920	0.3809604974
921	0.3809145183
922	0.3808451671
923	0.3807787461
924	0.3806843197
925	0.380652724
926	0.3805853404
927	0.3805147792
928	0.3804606664
929	0.3804154812
930	0.3803558156
931	0.3803237119
932	0.3802311922
933	0.3801779425
934	0.3800927004
935	0.3800396976
936	0.3799686368
937	0.3799251808
938	0.379854599
939	0.3798044868
940	0.3797344367
941	0.3796590007
942	0.3795790075
943	0.3795150994
944	0.3794790861
945	0.3794181438
946	0.3793563758
947	0.3793298803
948	0.3792672951
949	0.3792172964
950	0.3791684738
951	0.3790902454
952	0.3790161427
953	0.378974866
954	0.3788971411
955	0.3788265007
956	0.3787754378
957	0.3787342248
958	0.378676246
959	0.3786450981
960	0.3786203342
961	0.3785545495
962	0.3785003716
963	0.3784490149
964	0.3783804145
965	0.3783426514
966	0.3782812026
967	0.3782013597
968	0.3781350926
969	0.3780766183
970	0.3779745122
971	0.3779074518
972	0.3778563057
973	0.3777773388
974	0.3777116817
975	0.3776158798
976	0.3775654628
977	0.3774523965
978	0.3774098006
979	0.3773682333
980	0.3772921564
981	0.3772465968
982	0.3771808075
983	0.3771443521
984	0.3771083315
985	0.3770636569
986	0.376979567
987	0.3769519252
988	0.3769026391
989	0.3768228332
990	0.3767429668
991	0.376666678
992	0.3766192088
993	0.3765585212
994	0.3765188877
995	0.3764738719
996	0.3764125562
997	0.3763259744
998	0.3762661382
999	0.3761838975
